Pin number,Pin name,Pin type,Pin description
F2,DEC5Not connected,Power,1.3 V regulator supply decoupling forbuild codes Dxxand earlier.Not connected forbuild codes Fxxand later.,,
F3,P1.03,Digital I/O,General purpose I/O,Standard drive low frequency I/O only,
F4,VSS,Power,Ground,,
F5,VSS,Power,Ground,,
F6,VSS,Power,Ground,,
F7,VSS,Power,Ground,,
F8,VSS,Power,Ground,,
F9,P0.07TRACECLK,Digital I/OTrace clock,General purpose I/OTrace buffer clock,,
F10,P1.09TRACEDATA3,Digital I/OTrace data,General purpose I/OTrace buffer TRACEDATA[3],,
G1,P1.07,Digital I/O,General purpose I/O,Standard drive low frequency I/O only,
G2,P1.05,Digital I/O,General purpose I/O,Standard drive low frequency I/O only,
G3,P1.02,Digital I/O,General purpose I/O,Standard drive low frequency I/O only,
G4,VSS,Power,Ground,,
G5,VSS,Power,Ground,,
G6,VSS,Power,Ground,,
G7,VSS,Power,Ground,,
G8,VSS,Power,Ground,,
G9,P1.08,Digital I/O,General purpose I/O,,
G10,P0.12TRACEDATA1,Digital I/OTrace data,General purpose I/OTrace buffer TRACEDATA[1],,
H1,P1.04,Digital I/O,General purpose I/O,Standard drive low frequency I/O only,
H2,SWDCLK,Digital input,Serial wire debug clock input for debug and programming,,
H4,P0.24,Digital I/O,General purpose I/O,,
H5,P0.23,Digital I/O,General purpose I/O,QSPI,
H6,P0.16,Digital I/O,General purpose I/O,,
H7,P0.13,Digital I/O,General purpose I/O,,
H8,P0.11TRACEDATA2,Digital I/OTrace data,General purpose I/OTrace buffer TRACEDATA[2],,
H9,DCCH,Power,DC/DC converter output,,
H10,VDD,Power,Power supply,,
J1,P1.01,Digital I/O,General purpose I/O,Standard drive low frequency I/O only,
J2,SWDIO,Digital I/O,Serial wire debug I/O for debug and programming,,
J3,P1.00TRACEDATA0,Digital I/OTrace data,General purpose I/OTrace buffer TRACEDATA[0]Serial wire output (SWO),QSPI,
J4,P0.21,Digital I/O,General purpose I/O,QSPI,
J5,P0.20,Digital I/O,General purpose I/O,,
J6,P0.17,Digital I/O,General purpose I/O,,
J7,P0.14,Digital I/O,General purpose I/O,,
J8,D-,USB,USB D-,,
J9,VBUS,Power,5 V input for USB 3.3 V regulator,,
J10,VDDH,Power,High voltage power supply,,
K1,VDD,Power,Power supply,,
K2,P0.25,Digital I/O,General purpose I/O,,
K3,P0.22,Digital I/O,General purpose I/O,QSPI,
K4,P0.19,Digital I/O,General purpose I/O,QSPI/SCK,
K5,VDD,Power,Power supply,,
K6,P0.18nRESET,Digital I/O,General purpose I/OConfigurable as pin reset,,
K7,P0.15,Digital I/O,General purpose I/O,,
K8,D+,USB,USB D+,,
K9,DECUSB,Power,USB 3.3 V regulator supply decoupling,,
K10,VSS,Power,Ground,,
